	Average Degree for Nearest Neighbors (Undirected)	Clustering Coefficient	Rich Club Coefficient	Betweenness Centrality	Eccentricity	Average Degree for Nearest Neighbors (Out-Out)	Degree	Locality Index	Subgraph Centrality	In-Degree	Out-Degree
d20a6313-01e9-4b56-9788-00b2c679ffcb	(35.242278385824896, 0.47395484619004447, -0.17489447307565212, -0.17097695402397273)	(0.3499156096342418, 0.0003269231383419357, -0.19963601385440305, 0.37230509634070774)	(0.40936394552761, 0.019564482037277, 3.483813015563193, 11.887413751665823)	(32.18, 81.0693155943599, 0.7460029740313842, 1.2002019824890056)	(2.0, 0.0, nan, nan)	(19.148230414118004, 0.5780354065189843, 0.4111424619850808, 0.22079465205110838)	(34.64, 20.555959595959596, 0.23730117772418569, 0.41221186524489717)	(0.20144704471642105, 0.0011756577823159276, 0.27935051974664055, 0.6616335374176483)	(19831113398561.906, 2.707434740804063e+25, 0.6392039257608537, 0.9152292044848265)	(19.17, 15.193030303030302, -0.0659288732632107, 0.12134374633643485)	(19.17, 12.849595959595955, -0.10364727144584802, 1.0543520978892698)
