	Average Local Efficiency	Average Shortest Path Length	Center	Diameter	Global Efficiency	Periphery	Radius	Complex Feed-Forward Circuits	3-Feedback Loops	Entropy of Degree Distribution	Max Degree	Number of Edges	Number of Nodes	Self-Loops	Undirected Gini Index	Density	Entropy of Out-Degree Distribution	Gini Index	Max In-Dregree	Max Out-Degree	Number of Arcs	Regulators	Self Regulations	Gene % in the Giant Component	Undirected Density
d20a6313-01e9-4b56-9788-00b2c679ffcb	0.6730619414102977	1.65010101010101	100	2	0.674949494949495	100	2	422	2335	4.027537152514792	49	1732	100	0	0.07235565819861423	0.1917	3.679542768211123	0.10169535732916068	30	29	1917	100	0	100	0.1732
